sbh,-27.0,8.2
data,339.275,449.28000000000003,883.6200000000001,1230.6200000000001
data,436.8125,578.0,1152.16,1595.4
data,514.6625,679.1,1369.26,1903.6599999999999
data,575.2375,779.08,1553.76,2167.3
data,621.175,848.0600000000001,1666.2400000000002,2319.2799999999997
data,635.0875,862.26,1736.02,2412.5
data,625.1375,843.0799999999999,1705.3799999999999,2388.56
data,596.725,781.2,1624.72,2273.04
data,544.7,724.5,1471.98,2067.56
data,475.9,645.58,1300.9555555555555,1793.98
data,391.8875,527.76,1058.0888888888887,1430.08
data,284.9625,390.3,759.88,1024.7
data,178.425,243.53333333333336,461.84,604.4399999999999
