sbh,-18.0,43.0
data,0.051413420402128464,0.04894315659842142,0.04977343326237933,0.050221158852299184
data,0.06884882496926209,0.06660045121117321,0.06715578059682017,0.06740286897694217
data,0.08442716029615126,0.08403678715792613,0.0832857682256639,0.08277193138251492
data,0.09702636854579381,0.09947056201344019,0.0969432813037927,0.09531629906925443
data,0.10528103751844348,0.10962097391338776,0.10618550902504977,0.10398847285348349
data,0.10790963123268134,0.11192319240263081,0.10925599376201059,0.10765518680335048
data,0.10499596431466399,0.10645819733584143,0.10618006948829851,0.10618322017454968
data,0.0978326346997034,0.09624896896905256,0.09831574776431137,0.09998100551327357
data,0.08734947475496253,0.08412830579931894,0.08733458039915096,0.089615752614296
data,0.07425761536718357,0.07153013065949454,0.07410076264757501,0.07581568039280945
data,0.058457363448552645,0.05752982241230102,0.058655238170228094,0.0591283518844582
data,0.04044531819536068,0.04095436573592287,0.04075942085965591,0.04038105282266953
data,0.021755186255112823,0.022555085791089106,0.022054414495063516,0.021539018660098885
