sbh,-58.5,40.6
data,3.71946e-07,4.59228e-07,9.61788e-07,1.39681e-06
data,5.17751e-07,6.42233e-07,1.32432e-06,1.94031e-06
data,6.445e-07,8.14117e-07,1.69198e-06,2.45298e-06
data,7.84481e-07,9.99826e-07,2.06659e-06,3.01213e-06
data,9.3078e-07,1.18268e-06,2.45559e-06,3.58581e-06
data,1.08987e-06,1.39297e-06,2.8945e-06,4.1511e-06
data,1.23941e-06,1.57854e-06,3.29876e-06,4.75853e-06
data,1.39852e-06,1.77051e-06,3.72777e-06,5.32943e-06
data,1.55075e-06,1.93662e-06,4.0578e-06,5.84105e-06
data,1.67485e-06,2.14733e-06,4.43058e-06,6.36889e-06
data,1.79649e-06,2.30343e-06,4.7569e-06,6.82951e-06
data,1.93342e-06,2.45547e-06,5.10605e-06,7.31927e-06
data,2.09499e-06,2.68164e-06,5.4945e-06,7.87734e-06
data,2.27297e-06,2.8823e-06,5.91993e-06,8.47009e-06
data,2.4282e-06,3.10142e-06,6.34423e-06,9.05838e-06
data,2.55638e-06,3.32655e-06,6.73345e-06,9.56469e-06
data,2.69421e-06,3.47746e-06,7.07226e-06,1.00733e-05
data,2.78971e-06,3.62415e-06,7.36483e-06,1.04231e-05
data,2.89745e-06,3.81928e-06,7.68015e-06,1.0799e-05
data,3.02263e-06,4.0396e-06,8.03636e-06,1.12928e-05
data,3.20221e-06,4.24108e-06,8.48315e-06,1.18869e-05
data,3.35226e-06,4.52631e-06,8.91257e-06,1.24413e-05
data,3.47748e-06,4.72415e-06,9.33347e-06,1.29742e-05
data,3.59737e-06,4.92861e-06,9.6617e-06,1.33919e-05
data,3.67891e-06,5.09743e-06,9.91582e-06,1.36673e-05
data,3.76524e-06,5.22437e-06,1.01684e-05,1.39753e-05
data,3.86789e-06,5.39021e-06,1.0409e-05,1.4329e-05
data,3.98642e-06,5.59469e-06,1.07683e-05,1.47326e-05
data,4.13117e-06,5.81717e-06,1.11482e-05,1.52229e-05
data,4.23293e-06,5.98197e-06,1.15167e-05,1.56878e-05
data,4.34136e-06,6.12508e-06,1.17074e-05,1.59759e-05
data,4.39781e-06,6.22113e-06,1.18423e-05,1.62e-05
data,4.39907e-06,6.28536e-06,1.19849e-05,1.63127e-05
data,4.42772e-06,6.37091e-06,1.21116e-05,1.64245e-05
data,4.51036e-06,6.47358e-06,1.22637e-05,1.66918e-05
data,4.61129e-06,6.59787e-06,1.25465e-05,1.70674e-05
data,4.71002e-06,6.73156e-06,1.28061e-05,1.73782e-05
data,4.78878e-06,6.82354e-06,1.30308e-05,1.75864e-05
data,4.80221e-06,6.86411e-06,1.30108e-05,1.77219e-05
data,4.80364e-06,6.84123e-06,1.29514e-05,1.76391e-05
data,4.78159e-06,6.82533e-06,1.29539e-05,1.75968e-05
data,4.77334e-06,6.84006e-06,1.2985e-05,1.7674e-05
data,4.82711e-06,6.85522e-06,1.30735e-05,1.78023e-05
data,4.85682e-06,6.93728e-06,1.32506e-05,1.7995e-05
data,4.88823e-06,6.9755e-06,1.33586e-05,1.81428e-05
data,4.88922e-06,6.96189e-06,1.33004e-05,1.80822e-05
data,4.86214e-06,6.86168e-06,1.31588e-05,1.78924e-05
data,4.77754e-06,6.78628e-06,1.29728e-05,1.77057e-05
data,4.72029e-06,6.72553e-06,1.28635e-05,1.74937e-05
data,4.69363e-06,6.67192e-06,1.2801e-05,1.73615e-05
data,4.69691e-06,6.6592e-06,1.27786e-05,1.74197e-05
data,4.69506e-06,6.69116e-06,1.27233e-05,1.7384e-05
data,4.66112e-06,6.57204e-06,1.25934e-05,1.73069e-05
data,4.57454e-06,6.43162e-06,1.24077e-05,1.70402e-05
data,4.46807e-06,6.28389e-06,1.21133e-05,1.66389e-05
data,4.36432e-06,6.12235e-06,1.17465e-05,1.6204e-05
data,4.27231e-06,5.94501e-06,1.15722e-05,1.59024e-05
data,4.2221e-06,5.84017e-06,1.14071e-05,1.57746e-05
data,4.18005e-06,5.71969e-06,1.12417e-05,1.55952e-05
data,4.11648e-06,5.58104e-06,1.10007e-05,1.53574e-05
data,4.02209e-06,5.37646e-06,1.06983e-05,1.49971e-05
data,3.86901e-06,5.17343e-06,1.03392e-05,1.45009e-05
data,3.71495e-06,4.98561e-06,9.95644e-06,1.3974e-05
data,3.61353e-06,4.78086e-06,9.59059e-06,1.35413e-05
data,3.49327e-06,4.60468e-06,9.36093e-06,1.31823e-05
data,3.42577e-06,4.48259e-06,9.11089e-06,1.29065e-05
data,3.35068e-06,4.31721e-06,8.87303e-06,1.26268e-05
data,3.22693e-06,4.15273e-06,8.56591e-06,1.22444e-05
data,3.10156e-06,3.96174e-06,8.17523e-06,1.1727e-05
data,2.93398e-06,3.79313e-06,7.79329e-06,1.11605e-05
data,2.81506e-06,3.59236e-06,7.46014e-06,1.06071e-05
data,2.6906e-06,3.43104e-06,7.08748e-06,1.01387e-05
data,2.61044e-06,3.27006e-06,6.79829e-06,9.77981e-06
data,2.51971e-06,3.14534e-06,6.53076e-06,9.39232e-06
data,2.38667e-06,3.01995e-06,6.23378e-06,8.93736e-06
data,2.24966e-06,2.8574e-06,5.91408e-06,8.451e-06
data,2.10768e-06,2.66551e-06,5.53509e-06,7.90297e-06
data,1.93867e-06,2.47732e-06,5.14696e-06,7.31407e-06
data,1.81424e-06,2.31895e-06,4.78069e-06,6.79467e-06
data,1.69626e-06,2.16596e-06,4.43467e-06,6.34161e-06
data,1.56609e-06,2.00272e-06,4.12687e-06,5.91363e-06
data,1.45923e-06,1.88705e-06,3.83347e-06,5.45507e-06
data,1.33315e-06,1.73567e-06,3.51313e-06,4.94213e-06
data,1.17792e-06,1.55596e-06,3.13959e-06,4.37966e-06
data,1.04261e-06,1.3666e-06,2.74552e-06,3.87039e-06
data,8.92154e-07,1.17415e-06,2.36336e-06,3.29954e-06
data,7.44142e-07,9.89078e-07,1.99109e-06,2.78332e-06
data,6.18487e-07,8.20309e-07,1.64063e-06,2.27542e-06
data,4.88515e-07,6.39587e-07,1.27665e-06,1.78234e-06
data,3.46445e-07,4.70658e-07,9.27177e-07,1.29605e-06
